date_slot,specialization,doctor_name,is_available,patient_to_attend
16-10-2025 09:00,prosthodontist,jane smith,True,
16-10-2025 09:00,pediatric_dentist,jane smith,True,
16-10-2025 09:00,emergency_dentist,jane smith,True,
16-10-2025 09:00,oral_surgeon,jane smith,True,
16-10-2025 09:00,orthodontist,jane smith,True,
16-10-2025 09:00,general_dentist,lisa brown,False,1004287.0
16-10-2025 09:00,cosmetic_dentist,lisa brown,True,
16-10-2025 09:00,prosthodontist,lisa brown,True,
16-10-2025 09:00,pediatric_dentist,lisa brown,True,
16-10-2025 09:00,emergency_dentist,lisa brown,True,
16-10-2025 09:00,oral_surgeon,lisa brown,False,1002187.0
16-10-2025 09:00,orthodontist,lisa brown,False,1006896.0
16-10-2025 09:00,general_dentist,michael green,False,1009086.0
16-10-2025 09:00,cosmetic_dentist,michael green,True,
16-10-2025 09:00,prosthodontist,michael green,False,1001547.0
16-10-2025 09:00,pediatric_dentist,michael green,True,
16-10-2025 09:00,emergency_dentist,michael green,True,
16-10-2025 09:00,oral_surgeon,michael green,False,1005973.0
16-10-2025 09:00,orthodontist,michael green,True,
16-10-2025 09:00,general_dentist,sarah wilson,True,
16-10-2025 09:00,cosmetic_dentist,sarah wilson,True,
16-10-2025 09:00,prosthodontist,sarah wilson,True,
16-10-2025 09:00,pediatric_dentist,sarah wilson,True,
16-10-2025 09:00,emergency_dentist,sarah wilson,True,
16-10-2025 09:00,oral_surgeon,sarah wilson,True,
16-10-2025 09:00,orthodontist,sarah wilson,True,
16-10-2025 09:00,general_dentist,daniel miller,True,
16-10-2025 09:00,cosmetic_dentist,daniel miller,True,
16-10-2025 09:00,prosthodontist,daniel miller,True,
16-10-2025 09:00,pediatric_dentist,daniel miller,False,1002810.0
16-10-2025 09:00,emergency_dentist,daniel miller,False,1002190.0
16-10-2025 09:00,oral_surgeon,daniel miller,False,1006100.0
16-10-2025 09:00,orthodontist,daniel miller,False,1001294.0
16-10-2025 09:00,general_dentist,susan davis,True,
16-10-2025 09:00,cosmetic_dentist,susan davis,False,1002236.0
16-10-2025 09:00,prosthodontist,susan davis,True,
16-10-2025 09:00,pediatric_dentist,susan davis,False,1004589.0
16-10-2025 09:00,emergency_dentist,susan davis,True,
16-10-2025 09:00,oral_surgeon,susan davis,True,
16-10-2025 09:00,orthodontist,susan davis,True,
16-10-2025 09:00,general_dentist,robert martinez,True,
16-10-2025 09:00,cosmetic_dentist,robert martinez,True,
16-10-2025 09:00,prosthodontist,robert martinez,True,
16-10-2025 09:00,pediatric_dentist,robert martinez,True,
16-10-2025 09:00,emergency_dentist,robert martinez,False,1003768.0
16-10-2025 09:00,oral_surgeon,robert martinez,True,
16-10-2025 09:00,orthodontist,robert martinez,True,
16-10-2025 09:00,general_dentist,kevin anderson,True,
16-10-2025 09:00,cosmetic_dentist,kevin anderson,True,
16-10-2025 09:00,prosthodontist,kevin anderson,True,
16-10-2025 09:00,pediatric_dentist,kevin anderson,True,
16-10-2025 09:00,emergency_dentist,kevin anderson,True,
16-10-2025 09:00,oral_surgeon,kevin anderson,False,1004774.0
16-10-2025 09:00,orthodontist,kevin anderson,True,
16-10-2025 09:30,general_dentist,john doe,False,1008250.0
16-10-2025 09:30,cosmetic_dentist,john doe,True,
16-10-2025 09:30,prosthodontist,john doe,True,
16-10-2025 09:30,pediatric_dentist,john doe,True,
16-10-2025 09:30,emergency_dentist,john doe,True,
16-10-2025 09:30,oral_surgeon,john doe,True,
16-10-2025 09:30,orthodontist,john doe,True,
16-10-2025 09:30,general_dentist,emily johnson,True,
16-10-2025 09:30,cosmetic_dentist,emily johnson,False,1008483.0
16-10-2025 09:30,prosthodontist,emily johnson,False,1003275.0
16-10-2025 09:30,pediatric_dentist,emily johnson,False,1008991.0
16-10-2025 09:30,emergency_dentist,emily johnson,True,
16-10-2025 09:30,oral_surgeon,emily johnson,True,
16-10-2025 09:30,orthodontist,emily johnson,True,
16-10-2025 09:30,general_dentist,jane smith,True,
16-10-2025 09:30,cosmetic_dentist,jane smith,True,
16-10-2025 09:30,prosthodontist,jane smith,True,
16-10-2025 09:30,pediatric_dentist,jane smith,True,
16-10-2025 09:30,emergency_dentist,jane smith,False,1006797.0
16-10-2025 09:30,oral_surgeon,jane smith,True,
16-10-2025 09:30,orthodontist,jane smith,True,
16-10-2025 09:30,general_dentist,lisa brown,False,1002873.0
16-10-2025 09:30,cosmetic_dentist,lisa brown,True,
16-10-2025 09:30,prosthodontist,lisa brown,True,
16-10-2025 09:30,pediatric_dentist,lisa brown,False,1002404.0
16-10-2025 09:30,emergency_dentist,lisa brown,True,
16-10-2025 09:30,oral_surgeon,lisa brown,True,
16-10-2025 09:30,orthodontist,lisa brown,False,1002315.0
16-10-2025 09:30,general_dentist,michael green,True,
16-10-2025 09:30,cosmetic_dentist,michael green,False,1008720.0
16-10-2025 09:30,prosthodontist,michael green,True,
16-10-2025 09:30,pediatric_dentist,michael green,False,1001113.0
16-10-2025 09:30,emergency_dentist,michael green,True,
16-10-2025 09:30,oral_surgeon,michael green,True,
16-10-2025 09:30,orthodontist,michael green,True,
16-10-2025 09:30,general_dentist,sarah wilson,True,
16-10-2025 09:30,cosmetic_dentist,sarah wilson,True,
16-10-2025 09:30,prosthodontist,sarah wilson,True,
16-10-2025 09:30,pediatric_dentist,sarah wilson,True,
16-10-2025 09:30,emergency_dentist,sarah wilson,True,
16-10-2025 09:30,oral_surgeon,sarah wilson,True,
16-10-2025 09:30,orthodontist,sarah wilson,True,
16-10-2025 09:30,general_dentist,daniel miller,True,
16-10-2025 09:30,cosmetic_dentist,daniel miller,True,
16-10-2025 09:30,prosthodontist,daniel miller,True,
16-10-2025 09:30,pediatric_dentist,daniel miller,False,1003104.0
16-10-2025 09:30,emergency_dentist,daniel miller,True,
16-10-2025 09:30,oral_surgeon,daniel miller,True,
16-10-2025 09:30,orthodontist,daniel miller,True,
16-10-2025 09:30,general_dentist,susan davis,True,
16-10-2025 09:30,cosmetic_dentist,susan davis,True,
16-10-2025 09:30,prosthodontist,susan davis,True,
16-10-2025 09:30,pediatric_dentist,susan davis,True,
16-10-2025 09:30,emergency_dentist,susan davis,True,
16-10-2025 09:30,oral_surgeon,susan davis,True,
16-10-2025 09:30,orthodontist,susan davis,True,
16-10-2025 09:30,general_dentist,robert martinez,True,
16-10-2025 09:30,cosmetic_dentist,robert martinez,True,
16-10-2025 09:30,prosthodontist,robert martinez,True,
16-10-2025 09:30,pediatric_dentist,robert martinez,False,1003143.0
16-10-2025 09:30,emergency_dentist,robert martinez,False,1006723.0
16-10-2025 09:30,oral_surgeon,robert martinez,True,
16-10-2025 09:30,orthodontist,robert martinez,False,1007292.0
16-10-2025 09:30,general_dentist,kevin anderson,True,
16-10-2025 09:30,cosmetic_dentist,kevin anderson,True,
16-10-2025 09:30,prosthodontist,kevin anderson,False,1009494.0
16-10-2025 09:30,pediatric_dentist,kevin anderson,True,
16-10-2025 09:30,emergency_dentist,kevin anderson,True,
16-10-2025 09:30,oral_surgeon,kevin anderson,True,
16-10-2025 09:30,orthodontist,kevin anderson,True,
16-10-2025 10:00,general_dentist,john doe,True,
16-10-2025 10:00,cosmetic_dentist,john doe,True,
16-10-2025 10:00,prosthodontist,john doe,False,1006939.0
16-10-2025 10:00,pediatric_dentist,john doe,True,
16-10-2025 10:00,emergency_dentist,john doe,True,
16-10-2025 10:00,oral_surgeon,john doe,False,1009917.0
16-10-2025 10:00,orthodontist,john doe,True,
16-10-2025 10:00,general_dentist,emily johnson,True,
16-10-2025 10:00,cosmetic_dentist,emily johnson,True,
16-10-2025 10:00,prosthodontist,emily johnson,False,1002542.0
16-10-2025 10:00,pediatric_dentist,emily johnson,True,
16-10-2025 10:00,emergency_dentist,emily johnson,True,
16-10-2025 10:00,oral_surgeon,emily johnson,True,
16-10-2025 10:00,orthodontist,emily johnson,False,1003813.0
16-10-2025 10:00,general_dentist,jane smith,False,1002851.0
16-10-2025 10:00,cosmetic_dentist,jane smith,False,1009185.0
16-10-2025 10:00,prosthodontist,jane smith,True,
16-10-2025 10:00,pediatric_dentist,jane smith,False,1005693.0
16-10-2025 10:00,emergency_dentist,jane smith,False,1003936.0
16-10-2025 10:00,oral_surgeon,jane smith,True,
16-10-2025 10:00,orthodontist,jane smith,True,
16-10-2025 10:00,general_dentist,lisa brown,False,1007292.0
16-10-2025 10:00,cosmetic_dentist,lisa brown,True,
16-10-2025 10:00,prosthodontist,lisa brown,True,
16-10-2025 10:00,pediatric_dentist,lisa brown,True,
16-10-2025 10:00,emergency_dentist,lisa brown,True,
16-10-2025 10:00,oral_surgeon,lisa brown,True,
16-10-2025 10:00,orthodontist,lisa brown,False,1007646.0
16-10-2025 10:00,general_dentist,michael green,False,1001561.0
16-10-2025 10:00,cosmetic_dentist,michael green,True,
16-10-2025 10:00,prosthodontist,michael green,True,
16-10-2025 10:00,pediatric_dentist,michael green,True,
16-10-2025 10:00,emergency_dentist,michael green,True,
16-10-2025 10:00,oral_surgeon,michael green,True,
16-10-2025 10:00,orthodontist,michael green,True,
16-10-2025 10:00,general_dentist,sarah wilson,False,1009923.0
16-10-2025 10:00,cosmetic_dentist,sarah wilson,True,
16-10-2025 10:00,prosthodontist,sarah wilson,True,
16-10-2025 10:00,pediatric_dentist,sarah wilson,True,
16-10-2025 10:00,emergency_dentist,sarah wilson,True,
16-10-2025 10:00,oral_surgeon,sarah wilson,True,
16-10-2025 10:00,orthodontist,sarah wilson,True,
16-10-2025 10:00,general_dentist,daniel miller,True,
16-10-2025 10:00,cosmetic_dentist,daniel miller,True,
16-10-2025 10:00,prosthodontist,daniel miller,True,
16-10-2025 10:00,pediatric_dentist,daniel miller,True,
16-10-2025 10:00,emergency_dentist,daniel miller,False,1005024.0
16-10-2025 10:00,oral_surgeon,daniel miller,True,
16-10-2025 10:00,orthodontist,daniel miller,True,
16-10-2025 10:00,general_dentist,susan davis,False,1004841.0
16-10-2025 10:00,cosmetic_dentist,susan davis,True,
16-10-2025 10:00,prosthodontist,susan davis,True,
16-10-2025 10:00,pediatric_dentist,susan davis,True,
16-10-2025 10:00,emergency_dentist,susan davis,False,1009550.0
16-10-2025 10:00,oral_surgeon,susan davis,True,
16-10-2025 10:00,orthodontist,susan davis,True,
16-10-2025 10:00,general_dentist,robert martinez,True,
16-10-2025 10:00,cosmetic_dentist,robert martinez,True,
16-10-2025 10:00,prosthodontist,robert martinez,True,
16-10-2025 10:00,pediatric_dentist,robert martinez,True,
16-10-2025 10:00,emergency_dentist,robert martinez,True,
16-10-2025 10:00,oral_surgeon,robert martinez,True,
16-10-2025 10:00,orthodontist,robert martinez,True,
16-10-2025 10:00,general_dentist,kevin anderson,False,1005030.0
16-10-2025 10:00,cosmetic_dentist,kevin anderson,True,
16-10-2025 10:00,prosthodontist,kevin anderson,True,
16-10-2025 10:00,pediatric_dentist,kevin anderson,True,
16-10-2025 10:00,emergency_dentist,kevin anderson,False,1003916.0
16-10-2025 10:00,oral_surgeon,kevin anderson,False,1008376.0
16-10-2025 10:00,orthodontist,kevin anderson,True,
16-10-2025 10:30,general_dentist,john doe,True,
16-10-2025 10:30,cosmetic_dentist,john doe,True,
16-10-2025 10:30,prosthodontist,john doe,True,
16-10-2025 10:30,pediatric_dentist,john doe,True,
16-10-2025 10:30,emergency_dentist,john doe,False,1003163.0
16-10-2025 10:30,oral_surgeon,john doe,True,
16-10-2025 10:30,orthodontist,john doe,False,1006684.0
16-10-2025 10:30,general_dentist,emily johnson,True,
16-10-2025 10:30,cosmetic_dentist,emily johnson,True,
16-10-2025 10:30,prosthodontist,emily johnson,True,
16-10-2025 10:30,pediatric_dentist,emily johnson,True,
16-10-2025 10:30,emergency_dentist,emily johnson,True,
16-10-2025 10:30,oral_surgeon,emily johnson,True,
16-10-2025 10:30,orthodontist,emily johnson,True,
16-10-2025 10:30,general_dentist,jane smith,True,
16-10-2025 10:30,cosmetic_dentist,jane smith,True,
16-10-2025 10:30,prosthodontist,jane smith,True,
16-10-2025 10:30,pediatric_dentist,jane smith,False,1003103.0
16-10-2025 10:30,emergency_dentist,jane smith,True,
16-10-2025 10:30,oral_surgeon,jane smith,True,
16-10-2025 10:30,orthodontist,jane smith,True,
16-10-2025 10:30,general_dentist,lisa brown,False,1007821.0
16-10-2025 10:30,cosmetic_dentist,lisa brown,True,
16-10-2025 10:30,prosthodontist,lisa brown,True,
16-10-2025 10:30,pediatric_dentist,lisa brown,False,1008067.0
16-10-2025 10:30,emergency_dentist,lisa brown,True,
16-10-2025 10:30,oral_surgeon,lisa brown,True,
16-10-2025 10:30,orthodontist,lisa brown,False,1005211.0
16-10-2025 10:30,general_dentist,michael green,False,1001094.0
16-10-2025 10:30,cosmetic_dentist,michael green,True,
16-10-2025 10:30,prosthodontist,michael green,True,
16-10-2025 10:30,pediatric_dentist,michael green,True,
16-10-2025 10:30,emergency_dentist,michael green,True,
16-10-2025 10:30,oral_surgeon,michael green,True,
16-10-2025 10:30,orthodontist,michael green,True,
16-10-2025 10:30,general_dentist,sarah wilson,False,1008235.0
16-10-2025 10:30,cosmetic_dentist,sarah wilson,True,
16-10-2025 10:30,prosthodontist,sarah wilson,True,
16-10-2025 10:30,pediatric_dentist,sarah wilson,True,
16-10-2025 10:30,emergency_dentist,sarah wilson,False,1002562.0
16-10-2025 10:30,oral_surgeon,sarah wilson,False,1004518.0
16-10-2025 10:30,orthodontist,sarah wilson,True,
16-10-2025 10:30,general_dentist,daniel miller,True,
16-10-2025 10:30,cosmetic_dentist,daniel miller,True,
16-10-2025 10:30,prosthodontist,daniel miller,True,
16-10-2025 10:30,pediatric_dentist,daniel miller,False,1008077.0
16-10-2025 10:30,emergency_dentist,daniel miller,True,
16-10-2025 10:30,oral_surgeon,daniel miller,True,
16-10-2025 10:30,orthodontist,daniel miller,True,
16-10-2025 10:30,general_dentist,susan davis,False,1003866.0
16-10-2025 10:30,cosmetic_dentist,susan davis,False,1002459.0
16-10-2025 10:30,prosthodontist,susan davis,False,1006889.0
16-10-2025 10:30,pediatric_dentist,susan davis,True,
16-10-2025 10:30,emergency_dentist,susan davis,True,
16-10-2025 10:30,oral_surgeon,susan davis,True,
16-10-2025 10:30,orthodontist,susan davis,False,1009109.0
16-10-2025 10:30,general_dentist,robert martinez,True,
16-10-2025 10:30,cosmetic_dentist,robert martinez,True,
16-10-2025 10:30,prosthodontist,robert martinez,True,
16-10-2025 10:30,pediatric_dentist,robert martinez,True,
16-10-2025 10:30,emergency_dentist,robert martinez,False,1005038.0
16-10-2025 10:30,oral_surgeon,robert martinez,False,1004120.0
16-10-2025 10:30,orthodontist,robert martinez,True,
16-10-2025 10:30,general_dentist,kevin anderson,False,1002728.0
16-10-2025 10:30,cosmetic_dentist,kevin anderson,True,
16-10-2025 10:30,prosthodontist,kevin anderson,True,
16-10-2025 10:30,pediatric_dentist,kevin anderson,True,
16-10-2025 10:30,emergency_dentist,kevin anderson,True,
16-10-2025 10:30,oral_surgeon,kevin anderson,True,
16-10-2025 10:30,orthodontist,kevin anderson,True,
16-10-2025 11:00,general_dentist,john doe,True,
16-10-2025 11:00,cosmetic_dentist,john doe,True,
16-10-2025 11:00,prosthodontist,john doe,False,1004416.0
16-10-2025 11:00,pediatric_dentist,john doe,True,
16-10-2025 11:00,emergency_dentist,john doe,True,
16-10-2025 11:00,oral_surgeon,john doe,False,1004896.0
16-10-2025 11:00,orthodontist,john doe,True,
16-10-2025 11:00,general_dentist,emily johnson,False,1005745.0
16-10-2025 11:00,cosmetic_dentist,emily johnson,True,
16-10-2025 11:00,prosthodontist,emily johnson,False,1003115.0
16-10-2025 11:00,pediatric_dentist,emily johnson,True,
16-10-2025 11:00,emergency_dentist,emily johnson,True,
16-10-2025 11:00,oral_surgeon,emily johnson,True,
16-10-2025 11:00,orthodontist,emily johnson,False,1006847.0
16-10-2025 11:00,general_dentist,jane smith,True,
16-10-2025 11:00,cosmetic_dentist,jane smith,False,1005099.0
16-10-2025 11:00,prosthodontist,jane smith,True,
16-10-2025 11:00,pediatric_dentist,jane smith,True,
16-10-2025 11:00,emergency_dentist,jane smith,True,
16-10-2025 11:00,oral_surgeon,jane smith,True,
16-10-2025 11:00,orthodontist,jane smith,True,
16-10-2025 11:00,general_dentist,lisa brown,True,
16-10-2025 11:00,cosmetic_dentist,lisa brown,True,
16-10-2025 11:00,prosthodontist,lisa brown,True,
16-10-2025 11:00,pediatric_dentist,lisa brown,True,
16-10-2025 11:00,emergency_dentist,lisa brown,False,1002504.0
16-10-2025 11:00,oral_surgeon,lisa brown,True,
16-10-2025 11:00,orthodontist,lisa brown,True,
16-10-2025 11:00,general_dentist,michael green,True,
16-10-2025 11:00,cosmetic_dentist,michael green,True,
16-10-2025 11:00,prosthodontist,michael green,True,
16-10-2025 11:00,pediatric_dentist,michael green,True,
16-10-2025 11:00,emergency_dentist,michael green,True,
16-10-2025 11:00,oral_surgeon,michael green,True,
16-10-2025 11:00,orthodontist,michael green,False,1006284.0
16-10-2025 11:00,general_dentist,sarah wilson,True,
16-10-2025 11:00,cosmetic_dentist,sarah wilson,False,1007215.0
16-10-2025 11:00,prosthodontist,sarah wilson,True,
16-10-2025 11:00,pediatric_dentist,sarah wilson,False,1007482.0
16-10-2025 11:00,emergency_dentist,sarah wilson,False,1006004.0
16-10-2025 11:00,oral_surgeon,sarah wilson,True,
16-10-2025 11:00,orthodontist,sarah wilson,True,
16-10-2025 11:00,general_dentist,daniel miller,False,1005015.0
16-10-2025 11:00,cosmetic_dentist,daniel miller,True,
16-10-2025 11:00,prosthodontist,daniel miller,False,1006352.0
16-10-2025 11:00,pediatric_dentist,daniel miller,True,
16-10-2025 11:00,emergency_dentist,daniel miller,True,
16-10-2025 11:00,oral_surgeon,daniel miller,True,
16-10-2025 11:00,orthodontist,daniel miller,False,1008359.0
16-10-2025 11:00,general_dentist,susan davis,True,
16-10-2025 11:00,cosmetic_dentist,susan davis,True,
16-10-2025 11:00,prosthodontist,susan davis,False,1004994.0
16-10-2025 11:00,pediatric_dentist,susan davis,True,
16-10-2025 11:00,emergency_dentist,susan davis,True,
16-10-2025 11:00,oral_surgeon,susan davis,True,
16-10-2025 11:00,orthodontist,susan davis,False,1009030.0
16-10-2025 11:00,general_dentist,robert martinez,True,
16-10-2025 11:00,cosmetic_dentist,robert martinez,True,
16-10-2025 11:00,prosthodontist,robert martinez,False,1007039.0
16-10-2025 11:00,pediatric_dentist,robert martinez,True,
16-10-2025 11:00,emergency_dentist,robert martinez,True,
16-10-2025 11:00,oral_surgeon,robert martinez,True,
16-10-2025 11:00,orthodontist,robert martinez,True,
16-10-2025 11:00,general_dentist,kevin anderson,False,1007790.0
16-10-2025 11:00,cosmetic_dentist,kevin anderson,True,
16-10-2025 11:00,prosthodontist,kevin anderson,True,
16-10-2025 11:00,pediatric_dentist,kevin anderson,True,
16-10-2025 11:00,emergency_dentist,kevin anderson,True,
